код_препарата,дозировка,торговое_название,стоимость,мета_информация
200900191,16,медрол,-1,"медрол, 16 мг № 50, таблетки"
201200192,250+25,тремонорм,-1,"тремонорм, 250 мг+25 мг № 100, таблетки"
201200036,500,амикацин-виал,-1,"амикацин, 500 мг № 1"
201200320,5,амприлан,-1,"амприлан, 5 мг № 30, таблетки"
201600055,5,левоцетиризин сандоз,-1,"левоцетиризин сандоз, 5 мг № 10, таблетки покрытые плёночной оболочкой"
201500075,unknown,"тест-полоски ""глюкохром д""",-1,"тест-полоски глюко-хром д, № 50"
201400041,12.5+50,блоктран гт,-1,"блоктран гт, 12,5 мг+50 мг № 30, таблетки покрытые плёночной оболочкой"
201300203,12.5+20,эналаприл нл 20,-1,"эналаприл нл 20, 12,5 мг+20 мг № 20, таблетки"
201200199,300,конвалис,-1,"конвалис, 300 мг № 50, капсулы"
201200123,0.4,физиотенз,-1,"физиотенз, 0,4 мг № 14, таблетки покрытые плёночной оболочкой"
201000610,5,альфинал,-1,"альфинал, 5 мг № 30, таблетки покрытые плёночной оболочкой"
201500076,unknown,тиреотом,-1,"тиреотом, № 60, таблетки"
201200121,60,дилтиазем,-1,"дилтиазем, 60 мг № 30, таблетки"
201200151,500,амикацин,-1,"амикацин 500 мг № 50, пор.д/приг.р-ра в/в и в/м введ."
201200203,50,хлорпротиксен зентива,-1,"хлорпротиксен зентива, 50 мг № 30, таблетки покрытые плёночной оболочкой"
201300182,20,розувастатин канон,-1,"розувастатин канон, 20 мг № 28, таблетки покрытые плёночной оболочкой"
201300072,100,топсавер,-1,"топсавер, 100 мг № 28, таблетки покрытые плёночной оболочкой"
201000688,80,микардис,-1,"микардис, 80 мг № 28, таблетки"
201000738,1,тромблесс,-1,"тромблесс, 1000 ед/г, 30 г № 1, гель"
201200015,40,дротаверин,-1,"дротаверин, 40 мг № 100, таблетки"
201000655,200,кетилепт,-1,"кетилепт, 200 мг № 60, таблетки покрытые оболочкой"
201200253,unknown,тест-полоски уан тач селект,-1,"тест-полоски для определения уровня глюкозы в крови для прибора ""уан тач селект"" № 50"
201200181,100,диклофенак,-1,"диклофенак, 100 мг № 20, таблетки пролонгированного действия покрытые оболочкой"
201300108,12.5+50,лориста н,-1,"лориста н, 12,5 мг+50 мг № 30, таблетки покрытые плёночной оболочкой"
201300107,20+12.5,энап-нл,-1,"энап-нл, 20 мг+12,5 мг № 20, таблетки"
201500217,5,галоперидол-рихтер,-1,"галоперидол-рихтер, 5 мг № 50, таблетки"
201300018,1,диклофенак,-1,"диклофенак, 1% 30 г № 1, гель для наружного применения"
201000623,100,биосулин р,-1,"биосулин р, 100 ме/мл, 10 мл, флакон № 1, раствор для инъекций"
201900156,200,макмирор,-1,"макмирор, 200 мг № 20, таблетки покрытые оболочкой"
201200208,1,саламол стери-неб,-1,"саламол стери-неб, 1 мг/мл, 2,5 мл, ампулы № 20, раствор для ингаляций"
200900312,250,таваник,-1,"таваник, 250 мг № 5, таблетки покрытые оболочкой"
201100003,1,альтевир,-1,"альтевир, 1 млн.ме/мл № 5, раствор для инъекций"
201000760,2.5+20,энзикс дуо форте,-1,"энзикс дуо форте, 2,5мг+20 мг № 45, таблетки покрытые плёночной оболочкой (набор)"
200773900,0.4,омник окас,-1,"омник окас, 0,4 мг № 30, таблетки"
200900169,10,крестор,-1,"крестор, 10 мг № 28, таблетки покрытые плёночной оболочкой"
201100029,50,метопролол-акри,-1,"метопролол-акри, 50 мг № 30, таблетки"
201200294,25,тореал,-1,"тореал, 25 мг № 28, таблетки покрытые оболочкой"
201300216,unknown,сенсоры для мониторирования уровня глюкозы,-1,"сенсоры для мониторирования уровня глюкозы ммт-7002 №10, однораз.компонент инсул.помпы"
200900237,500,пизина,-1,"пизина, 500 мг № 100, таблетки"
201300218,10,гемапаксан,-1,"гемапаксан, 10 тыс.анти-ха ме/мл, шприцы 0,4 мл (4000 ме/0,4 мл) № 6, раствор для подкожного введения"
201200240,50,метопролол,-1,"метопролол, 50 мг № 60, таблетки"
201200270,80,вальсакор,-1,"вальсакор, 80 мг № 28, таблетки покрытые плёночной оболочкой"
201200056,4,натрия пара-аминосалицилат,-1,"натрия пара-аминосалицилат, 4 г № 1, гранулы, покрытые кишечнорастворимой оболочкой"
202000231,200,карглумовая кислота,-1,"карглумовая кислота, 200 мг № 60, таблетки диспергируемые"
